,Assvie,Sexe,Age,Couple,Statmat,Nat,Dip,Occ,Work,Statpro,Herit,Pere,Mere,Gpp,Gpm,Evtgrav,Livep,Eplog,Epsal,Vmob,Livdf,Pel,Cel,Pep,Assdec,Retraite,Capi,Pea,Urbani,Zres,Nbenf,Logt,Terre,Dette,Detlog,Detvo
1756,N,H,87,N,veu,fra,sans,ret,catC,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,2,prop,O,N,N,N
1757,N,H,30,O,mar,fra,bac+2,act,,ind,N,O,O,N,N,O,O,O,N,O,O,O,O,N,N,N,N,O,U1,par,0,loc,N,O,N,N
1758,N,F,30,O,mar,fra,bact,ina,catC,priv,N,O,O,O,N,O,O,O,N,N,O,O,O,N,N,N,N,N,U1,par,0,loc,N,O,N,N
1759,O,H,61,O,mar,fra,tec,ret,catC,priv,N,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,3,prop,N,N,N,N
1760,N,F,86,N,veu,fra,,ret,catC,priv,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U1,par,3,prop,N,N,N,N
1761,N,F,40,O,mar,fra,bepc,ina,catC,priv,N,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,0,prop,N,O,O,N
1762,N,H,80,N,div,fra,cep,ret,catC,priv,N,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,5,prop,N,N,N,N
1763,N,H,49,O,mar,fra,tec,act,,ind,N,O,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,par,0,prop,O,O,O,N
1764,N,F,51,O,mar,fra,tec,act,,ind,N,N,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,par,0,prop,O,O,O,N
1765,N,F,49,O,mar,fra,cep,ina,catC,priv,N,N,O,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,1,prop,N,O,O,N
1766,N,F,30,O,cel,fra,tec,act,emp,priv,N,O,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,0,loc,N,O,N,N
1767,O,H,71,O,mar,fra,cep,ret,emp,priv,N,N,N,N,N,N,O,O,N,O,O,O,N,N,N,N,N,O,U1,par,2,prop,N,N,N,N
1768,O,F,70,O,mar,fra,cep,ret,emp,priv,O,N,N,N,N,N,O,O,N,O,O,O,N,N,N,N,N,O,U1,par,2,prop,N,N,N,N
1769,N,H,80,N,cel,fra,cep,ret,,ind,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,0,prop,O,N,N,N
1770,O,H,73,O,mar,fra,bepc,ret,,ind,O,N,N,N,N,O,O,O,N,N,O,O,N,N,N,N,N,N,U1,par,2,prop,O,N,N,N
1771,N,H,80,O,mar,fra,sans,ret,,ind,N,N,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,U1,par,4,prop,O,N,N,N
1772,N,F,77,O,mar,fra,sans,ret,,ind,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,4,prop,O,N,N,N
1773,N,H,47,O,div,etr,tec,act,,ind,O,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,1,prop,N,N,N,N
1774,O,H,39,O,mar,fra,tec,act,,ind,N,O,O,O,N,O,O,O,N,O,O,O,N,N,N,O,N,O,U1,par,0,prop,N,O,N,O
1775,N,F,38,O,mar,fra,bacg,act,catB,pub,N,O,O,O,O,O,O,O,N,O,O,O,N,N,N,N,N,O,U1,par,0,prop,N,O,N,O
1776,N,F,38,O,mar,fra,,act,emp,pub,N,N,O,O,N,O,O,O,N,N,O,N,O,N,N,N,N,N,U1,par,0,prop,N,O,N,O
1777,N,H,82,O,mar,fra,cep,ret,,ind,N,N,N,N,N,O,O,N,N,N,O,N,N,O,N,N,N,N,U1,par,4,prop,O,N,N,N
1778,O,H,71,O,mar,fra,sans,ret,catC,priv,O,N,N,N,N,O,O,O,N,N,O,O,N,N,N,N,N,N,U1,par,3,prop,N,N,N,N
1779,O,H,41,O,cel,fra,tec,act,catC,priv,N,O,O,N,N,O,O,O,N,N,O,O,N,N,O,N,N,N,U1,par,0,prop,N,O,O,N
1780,O,F,40,O,cel,fra,bac+2,act,catB,priv,N,O,O,N,O,O,O,N,N,N,O,N,N,N,O,N,N,N,U1,par,0,prop,N,O,O,N
1781,O,F,39,O,mar,fra,bac+2,act,,ind,N,O,O,N,N,O,O,O,N,N,O,O,O,O,O,N,N,N,U1,par,2,prop,N,O,N,O
1782,N,H,40,O,mar,fra,tec,act,catC,priv,N,O,O,O,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,0,prop,N,O,O,N
1783,N,F,38,O,mar,fra,tec,act,catC,priv,N,O,O,N,N,O,N,N,O,N,N,N,N,N,N,N,N,N,U1,par,0,prop,N,O,O,N
1784,N,H,23,O,cel,fra,bact,act,emp,priv,N,O,O,O,O,N,N,N,N,N,N,N,N,N,N,N,N,N,U1,par,0,loc,N,O,N,O
1785,N,F,33,O,mar,fra,sans,ina,emp,priv,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,N,U1,par,0,loc,N,N,N,N
1786,O,F,52,O,mar,fra,tec,act,,ind,N,O,O,N,N,O,O,O,N,N,O,O,N,N,O,N,N,N,U1,par,1,prop,O,O,N,N
1787,O,H,53,O,mar,fra,bac+5,act,,ind,O,N,N,N,N,O,O,O,N,O,O,O,O,O,N,N,N,N,U1,par,3,prop,N,O,N,O
1788,O,F,53,O,mar,fra,bac+2,act,,ind,N,O,O,N,N,O,O,O,N,O,O,O,N,N,N,N,N,O,U1,par,3,prop,N,O,N,O
1789,N,H,76,O,mar,fra,sans,ret,catC,priv,O,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,1,prop,O,N,N,N
1790,N,F,72,O,mar,fra,sans,ret,emp,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,1,prop,O,N,N,N
1791,N,H,49,O,cel,fra,cep,ina,catC,priv,N,O,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,4,loc,N,N,N,N
1792,N,H,44,N,cel,fra,tec,act,,ind,N,O,O,N,N,O,O,O,N,O,O,O,O,N,N,O,N,N,U1,par,0,loc,N,O,N,N
1793,N,H,57,O,mar,fra,cep,ret,catC,priv,O,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,par,2,prop,O,O,N,N
1794,N,F,56,O,mar,fra,tec,act,emp,priv,N,N,O,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,2,prop,O,O,N,N
1795,O,H,37,O,mar,fra,bact,act,,ind,N,O,O,O,N,N,O,O,N,O,O,O,O,N,N,O,N,O,U1,par,0,prop,N,O,O,N
1796,N,F,83,N,veu,fra,sans,ret,emp,pub,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,0,prop,O,N,N,N
1797,N,H,59,N,cel,fra,cep,act,catA,priv,O,N,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,U1,par,0,prop,N,O,N,N
1798,O,H,42,O,mar,fra,sans,act,catC,pub,N,N,O,N,N,N,N,O,N,N,N,O,O,N,N,N,N,N,U1,par,0,prop,N,O,O,O
1799,N,F,26,O,cel,fra,bacg,act,,ind,N,O,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,0,prop,O,O,O,N
1800,N,F,57,O,mar,fra,cep,ina,catC,priv,N,N,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,par,5,prop,O,N,N,N
1801,N,H,53,O,div,fra,cep,act,catC,priv,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U1,par,5,prop,O,N,N,N
1802,N,H,65,O,mar,fra,cep,ret,emp,pub,O,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,N,U1,par,3,prop,N,N,N,N
1803,N,F,63,O,mar,fra,cep,ret,emp,priv,O,N,N,N,N,N,N,N,O,N,N,N,N,N,N,N,N,N,U1,par,3,prop,N,N,N,N
1804,N,F,77,O,mar,fra,cep,ret,emp,priv,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,2,prop,O,N,N,N
1805,O,H,64,N,cel,fra,cep,ret,,ind,O,N,N,N,N,N,O,O,N,N,O,N,O,N,N,N,N,N,U1,par,0,prop,N,N,N,N
1806,O,F,50,O,mar,fra,bepc,act,,ind,O,O,O,N,N,O,O,O,N,O,O,O,O,O,N,N,N,O,U1,par,2,prop,O,O,N,N
1807,O,H,72,O,mar,fra,cep,ret,,ind,O,N,N,N,N,O,O,O,N,O,O,O,O,N,N,N,N,O,U1,par,4,prop,O,N,N,N
1808,O,F,65,O,mar,fra,cep,ret,,ind,O,N,O,N,N,N,O,O,N,O,O,O,O,N,N,N,N,O,U1,par,4,prop,O,N,N,N
1809,N,H,64,N,cel,fra,cep,act,,ind,O,N,N,N,N,O,O,O,N,O,O,O,O,N,N,N,N,O,U1,par,0,loc,N,O,N,N
1810,N,F,34,N,mar,fra,bac+5,act,catA,pub,N,O,O,N,N,N,O,N,N,O,O,N,N,N,N,N,N,O,U1,par,0,prop,N,O,O,N
1811,N,H,45,N,div,fra,sans,act,Waut,priv,O,N,O,N,N,N,N,O,N,N,N,O,O,N,O,N,N,N,U1,par,1,prop,N,O,O,O
1812,N,H,44,O,mar,fra,tec,act,,ind,O,O,O,N,N,O,O,O,N,O,O,O,O,O,O,O,N,O,U1,par,0,prop,O,O,O,N
1813,N,F,42,O,mar,fra,bac+2,act,,ind,O,O,O,N,O,O,O,O,N,O,O,O,O,O,N,N,N,O,U1,par,0,prop,O,O,O,N
1814,O,F,51,O,mar,fra,cep,act,emp,priv,O,N,N,N,N,N,O,O,N,O,O,O,O,O,O,O,N,N,U1,par,0,prop,N,O,N,N
1815,O,H,71,O,mar,fra,sans,ret,catC,priv,N,N,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,U1,par,2,prop,O,N,N,N
1816,O,F,64,O,mar,fra,cep,ret,catC,priv,N,N,O,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,2,prop,O,N,N,N
1817,N,F,38,O,mar,fra,bacg,act,catB,priv,N,O,O,N,N,O,O,O,O,O,O,O,O,N,N,N,N,N,U1,par,0,prop,N,O,O,N
1818,O,H,49,O,mar,fra,bepc,act,catA,priv,O,O,O,N,N,O,N,O,O,O,N,O,N,N,O,N,N,O,U1,par,0,prop,O,O,N,O
1819,O,F,42,O,mar,fra,tec,act,emp,pub,N,N,O,N,N,O,O,N,N,N,O,N,N,N,O,N,N,N,U1,par,0,prop,O,O,N,O
1820,N,F,31,O,mar,fra,bacg,ina,emp,priv,N,O,O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U1,par,0,prop,N,O,O,N
1821,N,H,33,O,mar,fra,bepc,act,catB,pub,N,O,O,O,N,O,O,N,N,N,O,N,N,N,O,N,N,N,U1,par,0,prop,N,O,O,O
1822,N,F,34,O,mar,fra,bepc,ina,emp,priv,O,N,O,N,O,N,N,N,N,N,N,N,N,N,N,N,N,N,U1,par,0,prop,N,O,O,O
1823,N,H,71,O,mar,fra,cep,ret,emp,pub,O,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,4,loc,N,N,N,N
1824,N,F,73,O,mar,fra,sans,ret,emp,priv,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U1,par,4,loc,N,N,N,N
1825,O,F,75,N,veu,fra,cep,ret,,ind,O,N,N,N,N,N,O,O,N,O,O,O,N,O,N,N,N,O,U1,par,3,prop,N,N,N,N
1826,O,H,60,O,mar,fra,tec,ret,,ind,N,N,N,N,N,N,N,O,N,N,N,O,N,O,N,N,N,N,U1,par,3,prop,O,N,N,N
1827,N,F,89,N,veu,fra,sans,ret,,ind,O,N,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,U1,par,8,prop,O,N,N,N
1828,O,H,49,O,mar,fra,bac+2,act,catA,priv,O,N,O,N,N,N,O,O,O,O,O,O,O,N,N,N,N,N,U1,par,2,prop,O,O,N,O
1829,N,F,49,O,mar,fra,bepc,act,emp,pub,N,N,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,par,2,prop,O,O,N,O
1830,N,H,25,N,cel,fra,,act,catB,priv,N,,,,,,O,O,N,N,O,O,N,N,N,N,N,N,U1,par,2,prop,O,O,N,O
1831,N,H,83,N,veu,fra,cep,ret,,ind,O,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,1,prop,O,N,N,N
1832,N,F,59,O,cel,fra,sans,ina,catC,priv,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U1,par,1,prop,N,O,N,O
1833,O,H,71,O,mar,fra,cep,ret,,ind,O,N,N,N,N,N,O,O,N,N,O,N,O,N,N,N,N,N,U1,par,2,prop,O,N,N,N
1834,N,F,68,O,mar,fra,cep,ret,,ind,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,2,prop,O,N,N,N
1835,N,F,23,O,mar,fra,bac+2,act,,ind,N,O,O,N,O,O,O,O,N,N,O,O,N,N,N,N,N,N,U3,par,0,loc,N,O,N,N
1836,N,H,54,O,mar,fra,bepc,act,catA,pub,O,N,N,N,N,O,O,O,N,O,O,O,N,N,N,N,N,N,U3,par,2,prop,O,N,N,N
1837,N,F,57,O,mar,fra,bepc,act,catA,pub,O,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U3,par,2,prop,O,N,N,N
1838,O,H,31,O,mar,fra,bact,act,catC,priv,O,O,O,N,N,O,O,O,N,N,O,O,N,N,O,N,N,N,U3,par,0,prop,N,O,O,O
1839,N,H,52,O,mar,nat,,act,catC,priv,N,O,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U3,par,1,loc,N,N,N,N
1840,N,F,46,O,mar,etr,,ina,,,N,O,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U3,par,1,loc,N,N,N,N
1841,N,F,26,N,cel,nat,,act,emp,priv,N,,,,,,O,O,N,N,O,O,N,N,N,N,N,N,U3,par,1,loc,N,N,N,N
1842,N,F,24,N,cel,nat,,act,emp,priv,N,,,,,,O,N,N,N,O,N,N,N,N,N,N,N,U3,par,1,loc,N,N,N,N
1843,N,F,22,N,cel,fra,tec,ina,emp,priv,N,O,O,N,O,O,O,N,N,N,O,N,N,N,N,N,N,N,U3,par,0,loc,N,N,N,N
1844,N,F,73,O,mar,fra,sans,ret,emp,pub,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U3,par,4,prop,N,N,N,N
1845,N,H,28,N,cel,fra,,ina,,,N,,,,,,O,O,N,O,O,O,N,N,N,N,N,N,U3,par,2,loc,N,N,N,N
1846,N,F,35,O,cel,fra,sans,act,emp,priv,N,O,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,par,0,prop,N,O,O,N
1847,O,F,36,N,div,fra,bac+2,act,emp,pub,N,O,O,O,O,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,par,0,loc,N,O,N,O
1848,N,F,45,N,cel,fra,bacg,act,emp,priv,O,N,N,N,N,O,O,O,O,N,O,O,N,N,N,O,N,N,U4,par,0,loc,N,N,N,N
1849,N,H,49,O,mar,fra,cep,act,catC,priv,N,N,O,N,N,O,O,O,N,N,O,O,N,N,N,N,N,N,U4,par,2,loc,N,N,N,N
1850,N,H,21,N,cel,fra,,act,Waut,pub,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U4,par,2,loc,N,N,N,N
1851,N,H,78,O,mar,fra,cep,ret,emp,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,par,3,prop,N,O,N,N
1852,N,F,77,O,mar,fra,cep,ret,catC,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,par,3,prop,N,O,N,N
1853,N,F,41,O,mar,fra,tec,act,emp,priv,N,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,par,0,prop,N,O,O,O
1854,O,H,51,O,mar,fra,bac+5,act,catA,pub,N,O,O,N,N,O,N,O,N,O,N,O,N,N,N,N,N,O,U4,par,3,prop,N,O,N,O
1855,N,F,60,O,mar,fra,bac+5,act,,ind,N,N,N,N,N,O,N,O,N,N,N,O,N,N,N,N,N,N,U4,par,3,prop,N,O,N,O
1856,N,H,42,N,cel,fra,bacg,act,catC,priv,N,O,O,N,N,O,O,O,N,N,O,O,N,N,N,N,N,N,U4,par,0,loc,N,N,N,N
1857,O,H,44,O,mar,nat,bac+5,ina,emp,priv,N,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,par,0,loc,N,O,N,O
1858,O,F,36,O,mar,fra,tec,ina,emp,priv,N,N,N,N,N,O,O,O,N,N,O,O,N,N,N,N,N,N,U4,par,0,loc,N,O,N,O
1859,N,F,42,N,cel,fra,bac+2,act,catA,pub,O,O,O,N,N,N,O,O,N,N,O,N,O,N,N,N,N,N,U4,par,0,loc,N,N,N,N
1860,N,H,38,O,mar,fra,bac+5,act,catA,priv,N,O,O,N,N,O,O,N,N,N,O,N,N,N,O,N,N,N,U4,par,0,prop,N,O,O,O
1861,N,F,39,O,mar,fra,bact,act,emp,priv,N,O,O,N,N,O,O,N,N,N,O,N,N,N,O,N,N,N,U4,par,0,prop,N,O,O,O
1862,O,H,47,N,veu,fra,bac+5,act,catA,pub,N,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,par,0,prop,N,N,N,N
1863,N,H,79,O,mar,fra,bac+5,ret,catA,pub,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,par,1,prop,N,N,N,N
1864,N,F,74,O,mar,fra,cep,ret,emp,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,par,1,prop,N,N,N,N
1865,N,H,55,O,mar,fra,bac+5,act,,ind,N,N,O,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,par,1,loc,N,O,N,N
1866,O,F,32,N,cel,fra,bac+2,act,emp,priv,N,O,O,N,O,O,O,O,O,N,O,O,N,N,N,N,N,N,U4,par,0,loc,N,O,N,O
1867,N,H,56,N,cel,fra,tec,act,catC,priv,O,O,O,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,par,1,loc,N,N,N,N
1868,N,F,64,N,veu,fra,cep,ret,emp,priv,N,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,par,4,loc,N,N,N,N
1869,N,F,92,N,veu,fra,cep,ret,,ind,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,par,1,loc,N,N,N,N
1870,N,H,32,O,cel,fra,tec,act,catC,priv,N,O,O,O,O,O,O,O,N,N,O,O,N,N,N,N,N,N,U4,par,0,loc,N,O,N,O
1871,N,F,31,O,cel,fra,bact,act,emp,priv,N,O,O,N,O,O,O,N,O,N,O,N,N,N,N,N,N,N,U4,par,0,loc,N,O,N,O
1872,O,H,70,O,mar,fra,bac+2,ret,catA,pub,N,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,O,U4,par,2,prop,N,N,N,N
1873,N,F,22,N,cel,etr,bacg,ina,,,N,O,O,O,O,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,par,0,loc,N,N,N,N
1874,N,H,55,N,div,fra,bac+5,act,catB,priv,N,O,O,N,N,O,N,O,N,N,N,O,O,N,N,N,N,N,U4,par,1,loc,N,O,N,N
1875,N,H,25,N,cel,etr,bac+5,ina,,,N,O,O,N,O,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,par,0,loc,N,N,N,N
1876,N,F,21,N,cel,etr,bacg,ina,,,N,O,O,O,O,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,par,0,loc,N,N,N,N
1877,N,H,46,O,mar,fra,bac+2,act,catA,priv,N,O,O,N,N,O,O,N,O,O,O,N,N,N,N,N,N,O,U4,par,0,prop,N,O,N,N
1878,N,F,45,O,mar,fra,bac+2,ina,catA,priv,O,N,O,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,par,0,prop,N,O,N,N
1879,N,H,46,O,mar,fra,tec,act,catB,pub,N,N,O,N,N,N,O,O,N,N,O,O,O,N,O,N,N,N,U4,par,1,prop,N,O,N,O
1880,N,F,46,O,mar,fra,tec,ina,emp,priv,N,O,O,N,N,O,O,O,N,N,O,N,O,N,O,N,N,N,U4,par,1,prop,N,O,N,O
1881,N,H,25,N,cel,fra,bac+5,ina,catA,pub,O,O,O,O,O,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,par,0,loc,N,N,N,N
1882,N,H,30,N,cel,fra,,act,catB,priv,N,O,O,O,O,O,O,O,N,O,O,O,N,N,N,N,N,O,U4,par,0,loc,N,N,N,N
1883,O,H,33,O,mar,fra,bac+5,act,catA,priv,N,O,O,N,N,O,O,O,O,O,O,O,O,O,N,N,N,O,U4,par,0,prop,N,N,N,N
1884,O,F,30,O,mar,fra,bac+5,act,catA,priv,N,O,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,par,0,prop,N,N,N,N
1885,N,F,63,N,div,fra,cep,ret,emp,priv,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U4,par,2,loc,N,N,N,N
1886,O,F,54,N,cel,fra,bact,act,emp,priv,N,N,N,N,N,N,O,O,N,N,O,O,N,N,N,O,N,N,U4,par,0,prop,N,O,O,N
1887,O,H,69,O,mar,fra,tec,ret,catC,pub,N,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,par,2,prop,N,O,N,O
1888,O,F,65,O,mar,fra,tec,ret,emp,pub,N,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,par,2,prop,N,O,N,O
1889,N,F,70,N,div,fra,cep,ret,,ind,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,par,2,prop,N,N,N,N
1890,N,H,29,N,cel,fra,,ina,,,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U1,par,1,loc,N,N,N,N
1891,N,H,27,N,cel,fra,,act,catC,priv,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U1,par,1,loc,N,N,N,N
1892,N,H,26,N,cel,fra,,act,catC,priv,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U1,par,1,loc,N,N,N,N
1893,N,F,55,N,veu,fra,,ina,catB,priv,N,,,,,,N,N,N,N,N,N,N,N,O,N,N,N,U1,par,2,prop,N,N,N,N
1894,N,F,45,N,div,fra,bacg,act,emp,pub,N,N,O,N,N,O,O,O,N,N,O,O,N,N,O,N,N,N,U1,par,0,prop,N,O,N,N
1895,O,H,52,O,mar,nat,tec,act,emp,priv,N,N,N,N,N,O,N,O,N,N,N,O,N,N,N,N,N,N,U1,par,1,prop,N,N,N,N
1896,O,F,49,O,mar,fra,tec,act,emp,pub,N,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,1,prop,N,N,N,N
1897,N,H,21,N,cel,fra,,ina,,,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U1,par,1,prop,N,N,N,N
1898,N,H,67,O,mar,fra,sans,ret,catC,priv,O,N,N,N,N,O,O,O,N,N,O,O,N,N,N,O,N,N,U1,par,1,prop,O,N,N,N
1899,N,F,62,O,mar,fra,cep,ret,catC,priv,N,N,N,N,N,O,O,O,N,N,O,O,N,N,N,O,N,N,U1,par,1,prop,O,N,N,N
1900,N,H,56,O,mar,fra,tec,ina,,ind,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,O,N,N,U1,par,1,prop,O,N,N,N
1901,N,H,30,O,cel,fra,bacg,act,catA,priv,N,O,O,O,O,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,0,loc,N,O,N,O
1902,O,F,33,O,cel,fra,bacg,act,emp,pub,N,N,O,O,O,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,0,loc,N,O,N,O
1903,O,F,64,N,div,fra,cep,ret,emp,pub,N,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,par,1,prop,N,N,N,N
1904,O,F,66,O,mar,fra,cep,ret,emp,priv,N,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,O,U1,par,0,prop,N,N,N,N
1905,N,F,59,O,mar,fra,tec,act,emp,pub,O,O,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,2,prop,N,O,N,O
1906,N,H,40,O,mar,fra,tec,ret,catB,pub,N,O,O,N,N,N,O,N,N,N,O,N,N,N,O,N,N,N,U1,par,0,prop,N,O,O,O
1907,N,F,36,O,mar,fra,tec,act,emp,priv,N,N,O,N,O,O,O,O,N,N,O,N,O,N,O,O,N,N,U1,par,0,prop,N,O,O,O
1908,N,F,37,O,cel,fra,sans,ina,,,N,N,O,N,O,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,0,loc,N,N,N,N
1909,O,F,72,N,veu,fra,cep,ret,emp,pub,N,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,par,3,loc,N,N,N,N
1910,O,H,38,O,mar,fra,sans,act,catC,priv,N,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,1,prop,N,O,O,O
1911,N,H,60,O,mar,fra,sans,ret,catC,priv,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U1,par,2,prop,O,O,N,N
1912,N,F,53,O,mar,fra,sans,act,emp,priv,O,O,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,2,prop,O,O,N,N
1913,N,H,26,N,cel,fra,,act,catC,priv,N,,,,,,O,O,N,N,O,O,N,N,N,N,N,N,U1,par,2,prop,O,O,N,N
1914,N,H,54,O,mar,fra,sans,ina,catC,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,O,N,N,N,U1,par,4,prop,N,O,N,N
1915,N,H,64,O,mar,fra,cep,ret,catC,priv,N,N,N,N,N,O,O,O,N,N,O,O,N,N,O,N,N,N,U1,par,4,prop,O,O,N,N
1916,N,F,60,O,mar,fra,tec,ret,catC,priv,O,N,N,N,N,O,N,N,N,N,N,N,N,N,O,N,N,N,U1,par,4,prop,O,O,N,N
1917,N,H,23,N,cel,fra,,ina,catC,priv,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U1,par,0,loc,N,O,N,O
1918,N,F,72,O,mar,fra,sans,ina,,,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,par,2,prop,N,N,N,N
1919,N,H,38,O,mar,fra,bac+2,act,catB,pub,N,O,O,O,N,N,O,O,N,N,O,N,O,N,O,N,N,N,U1,par,0,prop,N,O,O,O
1920,N,F,29,O,mar,fra,bac+2,act,emp,priv,N,N,O,N,N,N,N,N,O,N,N,N,N,N,N,N,N,N,U1,par,0,prop,N,O,N,O
1921,N,H,39,N,cel,fra,tec,act,catC,priv,N,N,O,N,N,O,O,O,N,N,O,O,N,N,N,N,N,N,U1,par,0,loc,N,N,N,N
1922,O,H,82,N,veu,fra,tec,ret,catC,priv,N,N,N,N,N,O,O,O,N,N,O,N,O,N,N,N,N,N,U1,par,4,prop,O,N,N,N
1923,O,F,50,N,div,fra,bact,act,,ind,N,O,O,N,N,O,N,N,N,N,N,N,N,N,N,O,N,N,U1,par,1,prop,N,O,O,N
1924,N,H,22,N,cel,fra,,ina,,,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U1,par,1,prop,N,O,O,N
